종목코드,총자산,총자본회전율,부채비율,매출액증가율,자기자본회전율,당기순이익,최대주주변경,대표이사변경,전환사채,파산신청,거래정지,불성실공시법인,레이블
119610,1183.877595,0.68096749,0.156411928,0.093662452,78.74789285,192.7441756,0,0,0,0,0,0,0
119830,491.3764604,0.52602489,0.883822858,0.002619041,99.09377121,15.12672683,3,1,3,0,0,0,0
122640,1169.226172,1.286588374,1.122832034,1.854190379,273.1211016,147.0455981,0,0,1,0,1,0,0
122690,8286.27924,1.494441803,3.23973876,-0.041884263,633.6042837,-177.4988137,0,2,2,0,0,0,0
122870,5835.995279,0.599487687,0.350596985,0.087067344,80.96662628,119.1056935,0,0,0,0,0,0,0
123040,6081.341826,1.157955374,3.371179154,-0.058432626,506.163039,-112.3537936,9,0,3,0,0,0,0
123330,933.8256577,0.692746335,0.720596786,-0.278554975,119.1937119,-74.67254434,0,1,1,0,0,0,0
123840,1615.792849,0.141564106,0.562973244,0.147050101,22.12609106,219.5376873,0,1,8,0,1,2,0
126700,1562.989331,1.080556666,0.604727554,1.17796036,173.3999055,204.4263233,0,0,0,0,0,0,0
130740,940.1748536,0.548756589,0.711054768,-0.051432148,93.89525772,15.11038705,0,0,4,0,0,0,0
131030,945.7054497,0.526676478,0.092624385,0.113779971,57.54595631,128.7897867,0,0,0,0,0,0,0
133750,923.1777568,0.74960112,0.615058888,0.052721235,121.0649951,-32.49491897,0,0,0,0,0,0,0
134580,372.928828,1.261597078,0.355751233,-0.391779856,171.0411794,-105.0514962,2,2,2,0,1,2,0
136480,6222.894752,1.393768611,1.013757162,0.050003867,280.6711523,222.3381907,7,2,0,0,0,2,0
136510,417.0238943,0.600140443,0.284432492,1.002638185,77.08398842,30.20851276,0,0,0,0,0,0,0
136540,1335.94732,0.538851908,0.418454231,-0.021400372,76.43367688,77.20533183,0,0,0,0,0,0,0
138690,1689.524767,0.544193811,6.118130979,-0.24577666,387.3642828,-306.2244633,0,0,13,0,0,0,0
142210,671.2679194,2.641623158,1.063036221,0.194768584,544.9764257,30.16089445,0,0,2,0,0,0,0
143540,1625.03252,1.588161784,3.49043776,0.765753892,713.1541643,-29.83996199,0,0,3,0,0,0,0
147830,591.7185828,0.579609404,0.114536575,-0.025877325,64.59958798,82.66438739,0,0,0,0,0,0,0
149950,1502.135834,0.636618722,0.092429057,0.212581994,69.54607903,144.355362,0,1,0,0,0,0,0
150900,416.0667079,0.703927387,1.910087059,0.365820762,204.848998,5.55315716,0,0,3,0,0,0,0
154040,2018.929127,0.772329795,1.422279411,0.110630271,187.0798561,0.08999184,8,2,5,0,0,2,0
155650,2286.107357,0.673732868,1.908082051,0.254172608,195.9270459,165.1623679,0,0,0,0,1,0,0
156100,932.9411019,0.39782353,1.11563182,0.077382642,84.1648118,-112.8337563,0,1,3,0,0,0,0
173130,260.4870733,2.750319176,1.351653737,0.151183173,646.7798366,20.85008438,0,0,0,0,0,0,0
175140,759.9875824,0.742326686,2.490101999,-0.113874613,259.079585,-73.94955136,2,0,1,0,0,0,0
175250,539.0046595,4.89977E-08,1,-0.999999903,7545.714286,3.35889524,0,0,1,0,0,0,0
177830,1139.455817,0.931464268,1.197676769,0.378666579,204.7057383,7.20336294,4,0,5,0,0,2,0
183490,368.045455,0.710053885,0.498405765,0.196828759,106.3948834,-56.66427603,0,0,0,0,0,0,0
187220,1225.555876,0.406507009,0.639147841,0.233408118,66.63250854,40.91811481,0,0,1,0,0,0,0
187420,701.5089986,0.164017455,0.053928221,0.636980755,17.2862624,13.42559776,0,0,0,0,1,0,0
189860,435.8306014,1.085618229,0.295184293,-0.057292326,140.6075679,27.91479085,0,1,0,0,1,0,0
189980,702.2652286,0.639344499,0.223242697,0.085114135,78.20734894,26.19599263,0,0,5,0,0,0,0
195440,288.3429811,0.856539102,1.77900555,-0.124678173,238.0326918,-82.85055521,6,1,6,0,3,0,0
200230,2183.373361,0.191329358,0.518169937,0.399932743,29.0470479,-172.3158471,2,5,11,0,0,0,0
201490,1494.191992,0.182102872,1.280523434,0.59654364,41.52898672,30.57264522,0,0,1,0,0,0,0
204840,150.2140806,0.160692839,1.530799318,-0.479283911,40.66813286,-42.36772563,0,0,6,0,0,0,0
204990,1385.025217,0.185238901,0.11158117,-0.103498185,20.59080742,31.15912057,0,0,0,0,2,0,0
208350,696.3234053,0.626070525,0.425362317,1.194718572,89.23773341,87.58048052,0,0,0,0,0,0,0
208710,639.2341143,1.095375801,0.524311069,0.020484762,166.9693458,34.38424091,5,0,5,0,0,0,0
214430,855.1476996,0.813982498,0.342801832,0.3619051,109.301719,93.58904489,0,0,0,0,1,0,0
214450,1890.336458,0.288148481,0.037782093,0.185333316,29.90353338,125.1668936,0,0,0,0,0,0,0
221840,1308.466717,0.341505287,0.765988135,0.359745596,60.30942853,7.12295936,0,0,0,0,1,0,0
221980,740.9367326,0.688149486,0.10376091,0.068948979,75.95525029,66.43183038,0,0,0,0,0,0,0
222080,1105.87839,0.236211539,1.343756563,-0.656887673,55.36223452,-75.05798436,1,1,1,0,0,0,0
222810,187.8049482,0.793881598,0.892699359,0.009856908,150.2579191,-53.0997109,15,3,5,0,0,2,0
223310,559.2634074,0.271484553,2.679106127,-0.537899235,99.88204814,-276.3543132,9,2,38,0,3,0,0
224110,1073.636004,0.381301605,0.596909421,0.135628827,60.89041246,115.1325747,0,0,2,0,0,0,0
226400,296.5691237,0.287973734,2.993368833,0.286122295,114.9985336,-42.44567116,0,0,6,0,0,0,0
228340,1596.960714,0.554667917,0.087150185,-0.267592059,60.30073289,82.45153516,0,0,0,0,0,0,0
236200,1032.786762,0.455680775,0.062373664,0.11568307,48.41032547,90.8924475,0,1,0,0,0,0,0
238090,927.2626361,0.564502287,0.151641844,-0.258397795,65.01044542,80.72425304,3,2,2,0,0,0,0
238120,243.0706471,0.231871197,0.07362317,0.196236389,24.89422896,-17.54366246,0,0,0,0,0,0,0
239610,577.3697164,0.696212909,0.086594865,0.16745338,75.65013714,49.40097561,0,0,0,0,0,0,0
240810,4096.181207,1.540119788,0.306728627,1.584543348,201.2518616,953.6458083,0,2,0,0,1,0,0
243070,2112.532864,1.348325556,0.660174254,0.685771056,223.8455375,340.8705703,0,1,0,0,1,0,0
900040,32.53995053,0.934589517,0.167006931,-0.999082795,109.0672443,-0.96850515,2,0,0,0,0,0,0
900260,17.09668501,0.675190765,0.406747586,-0.998751486,94.98229785,1.7957852,0,0,0,0,0,0,0
900270,17.02579982,0.704118447,0.277740975,-0.999998951,89.96809909,1.91577888,0,0,0,0,0,0,0
950130,0.871535,0.298962578,0.726311657,-0.99906921,51.61025826,-0.08142363,0,0,0,0,0,0,0
20,3672.251334,0.704967043,0.236678406,0.090161732,87.18175195,470.0901318,0,0,0,0,0,0,0
40,1084.431836,0.384181774,1.398042545,-0.524214343,92.12842392,-315.0134788,0,0,1,0,1,0,0
50,12740.42237,0.283184293,0.822314612,-0.044128979,51.60508754,253.1536053,0,0,0,0,0,0,0
80,35075.95838,0.538805012,1.880960264,-0.000170641,155.2275829,127.359658,0,0,0,0,0,0,0
210,134024.5488,0.92039379,1.353658865,0.251859566,216.6293002,5079.987965,0,0,0,0,0,0,0
220,1214.911525,0.517338695,0.466687305,-0.121919362,75.87740962,42.88526436,0,0,1,0,0,0,0
430,11663.6352,0.881514623,1.087466723,-0.044558164,184.013244,262.3136602,0,0,0,0,0,0,0
480,9992.262217,0.694871529,0.528762946,-0.028223462,106.2293845,226.9169364,0,0,0,0,0,0,0
500,5389.559183,1.552964343,1.071991203,0.116798918,321.7728456,14.54588459,2,0,0,0,0,0,0
520,1354.770889,0.679360737,1.647729023,-0.048784054,179.876314,-12.66565048,2,0,0,0,0,0,0
590,3024.338754,0.399954607,0.122493424,-0.017744455,44.89464165,142.6479519,0,0,0,0,0,0,0
650,678.4244167,0.814326856,0.439206557,-0.054224559,117.1984551,271.0391204,0,0,0,0,0,0,0
680,12734.88634,0.348140249,1.044611845,-0.089704407,71.18116761,206.0089874,0,0,0,0,0,0,0
760,2808.303813,0.233821207,0.519722595,0.190478298,35.5343372,-29.65909782,0,0,0,0,0,0,0
850,3605.829079,0.578067168,0.3000715,0.192600899,75.15286501,87.14914683,0,0,0,0,0,0,0
890,2178.233639,0.457097037,1.187029281,-0.138119844,99.96846049,107.3190539,0,0,1,0,0,0,0
910,3632.998984,0.49859371,0.735466912,0.962224281,86.52928872,18.68853229,0,0,0,0,0,0,0
1020,6676.982145,0.83348474,9.656211383,0.318965543,888.178957,-1029.678417,1,0,1,0,1,0,0
1120,49676.01556,2.582179206,2.133223287,0.071909447,809.0544019,881.8496103,2,0,0,0,0,0,0
1250,13978.54513,2.423277225,2.605794679,0.326415949,873.7840126,224.9562033,0,0,0,0,0,0,0
1260,1664.160667,0.694711604,2.842440679,-0.370305098,266.9388128,17.00256436,0,0,0,0,0,2,0
1440,13356.23183,1.188660249,2.951771797,0.155451192,469.7314047,-487.69981,0,0,0,0,0,0,0
1460,7458.232003,0.262549901,0.867647808,-0.07571977,49.03507477,61.90456821,0,0,0,0,0,0,0
1520,9803.776279,0.492756858,0.151152772,0.098172612,56.72384234,157.8007043,0,0,0,0,0,2,0
1530,9311.200537,0.909790379,0.786628838,0.030045191,162.5457728,-41.01890799,0,0,0,0,0,0,0
1550,934.6837987,0.641367836,1.013663882,0.015053477,129.1499247,10.52115853,0,0,0,0,0,0,0
1570,1960.84032,0.919879507,2.404505818,0.069313587,313.1735135,186.4543786,0,0,0,0,0,0,0
1780,4775.723068,0.966741341,1.301600247,0.077243184,222.5052108,129.3766096,0,0,0,0,0,0,0
2070,1637.12919,1.278954989,0.26544543,0.057056379,161.8447747,15.85746042,0,0,0,0,0,0,0
2100,3358.738976,0.614916442,0.747950448,0.012498192,107.484347,100.7944211,0,0,0,0,0,0,0
2140,1831.240629,0.953039209,1.063181079,0.013029414,196.6292464,50.70273349,0,0,0,0,0,0,0
2170,3107.695221,0.548926011,0.144334556,-0.128611014,62.81550026,249.3014789,2,0,0,0,0,0,0
2220,3198.931685,0.486903301,0.949482139,-0.400133873,94.92092892,93.6583859,0,0,3,0,0,0,0
2270,12217.82829,1.488450404,0.836069566,0.031864672,273.2898487,950.7211107,2,0,0,0,1,0,0
2310,7668.950481,0.950054705,0.664370499,0.150957304,158.1243023,50.0714615,0,0,0,0,0,0,0
2360,1253.121539,1.501169812,0.163600275,-0.138659233,174.6761605,98.79057206,0,0,0,0,0,0,0
2420,430.3886395,0.13080981,0.817597828,0.029945827,23.77596267,0.94891091,2,0,0,0,0,0,0
2450,5997.930523,0.43749722,1.902887613,0.25766248,127.0005261,-55.19952563,0,0,0,0,1,0,0
2460,5759.232373,0.986213454,0.651849169,0.149038923,162.9075875,446.462653,0,0,0,0,0,0,0
2600,1684.719567,0.96233983,0.399371191,0.250088703,134.6670634,112.9826017,2,0,0,0,0,0,0
2690,1501.769565,0.716358536,0.143744034,0.135454775,81.93308022,13.71232839,0,0,0,0,0,0,0
2760,518.2801151,0.645520979,0.199205773,-0.063080953,77.4112484,12.38718533,0,0,0,0,0,0,0
2920,3827.434664,0.657695627,0.311823179,-0.023534025,86.27803685,67.29153203,0,0,0,0,0,0,0
3030,24117.00237,0.949507634,0.900293117,0.273958897,180.4342822,290.9195932,2,0,0,0,1,0,0
3120,3474.6171,0.192950858,0.076311891,-0.006230773,20.7675303,26.28652927,0,0,0,0,0,0,0
3160,2015.521293,0.754969053,0.509636668,0.386786382,113.9728966,194.4518451,0,0,0,0,0,0,0
3200,8958.72907,0.549705084,0.270982941,0.029688366,69.86657845,170.4240648,0,0,0,0,0,0,0
3240,41095.16134,0.709529536,0.294634387,0.091615859,91.8581336,1791.843504,0,0,0,0,0,0,0
3280,8489.585205,0.985239532,6.263226096,0.005628418,715.6017481,-735.0041105,0,0,1,0,0,0,0
3410,35012.0189,0.433319667,0.732354508,-0.263423235,75.06632784,3012.22758,0,0,0,0,0,0,0
3580,749.2548703,0.209357494,0.20657994,-0.140756514,25.26065525,-3.71436009,7,0,23,0,0,0,0
3620,22480.18874,1.554541061,1.900089779,-0.036901627,450.8308641,-658.211985,0,0,0,0,0,0,0
3680,2153.092163,1.499226875,2.835492537,0.006594014,575.027349,25.93300518,0,0,2,0,0,0,0
3850,4025.162826,1.050196154,0.612296664,0.033194126,169.3227755,564.7821906,4,0,0,0,0,0,0
3960,6800.941955,1.45191575,1.253734416,0.035540743,327.2232494,423.2875165,0,0,0,0,0,0,0
4020,333738.2486,0.57428131,0.959072513,0.148246124,112.5058728,7275.401431,0,0,0,0,0,0,0
4060,3242.613082,0.880237438,0.681471269,-0.075144557,148.0093962,-65.22369928,0,0,0,0,0,0,0
4090,2848.294207,1.490328672,0.940933231,0.054062984,289.2628444,98.69813368,2,0,0,0,0,0,0
4100,3770.695205,1.244252339,2.631887725,-0.016471982,451.8984797,-41.67313808,0,0,0,0,0,2,0
4140,5424.756182,0.93301589,3.282811814,-0.119889118,399.5931475,-93.49609004,0,0,0,0,0,0,0
4200,6626.779381,1.000635554,7.47218103,0.062889009,847.7565557,57.22590645,0,0,0,0,1,0,0
4250,3803.694937,1.015637109,0.518096487,0.022265996,154.1835128,117.6736513,0,0,0,0,0,0,0
4270,2034.359527,0.452190869,1.327832751,0.098747778,105.2624715,13.56664757,0,0,0,0,0,0,0
4310,1546.165643,0.843895942,0.576137455,0.087137945,133.0096002,14.58346748,0,0,0,0,0,0,0
4370,24498.98373,0.901368262,0.330672504,-0.003948837,119.9425963,906.8562884,0,0,0,0,0,0,0
4380,3066.148638,1.210334815,0.69129224,0.478071111,204.7029881,282.3533559,0,0,0,0,0,0,0
4410,768.9043444,0.734593083,1.879230198,0.28668205,211.5062588,1.89623853,0,0,1,0,0,0,0
4430,8651.21,0.837863143,1.287911204,0.043966379,191.6956472,347.06,0,0,0,0,0,0,0
4440,3613.012003,0.611504853,0.265480049,-0.22230667,77.38471915,43.99442289,0,0,0,0,0,0,0
4690,37042.59229,0.889542951,1.732125146,0.075685321,243.0342665,51.28383168,0,0,0,0,0,0,0
4710,5035.133186,1.857458919,1.360019719,0.158012276,438.3639676,186.828444,0,0,0,0,0,0,0
4770,403.889286,0.462828937,0.054695618,-0.102751605,48.81436516,10.3540495,0,0,1,0,0,0,0
4830,1054.42576,0.955080935,0.613698847,-0.029885862,154.1213003,5.23130279,0,0,0,0,0,0,0
4890,3967.737383,0.955365195,0.150943689,0.245448709,109.9571542,233.4683473,0,0,0,0,0,0,0
4920,382.5501777,0.567902347,0.735048367,0.173333873,98.53380401,-111.881679,0,0,4,0,0,1,0
4960,19053.86491,1.041418981,4.424058198,0.119650192,564.8717162,724.5782292,0,0,0,0,0,0,0
4970,5499.480612,0.751153966,0.146683846,0.355893495,86.1336119,265.1262246,0,0,0,0,0,0,0
5110,1038.829292,1.078413241,1.535867162,1.220142895,273.4712726,44.24189263,0,0,0,0,0,0,0
5180,6356.226066,1.348999366,0.201905686,0.054464132,162.1370008,296.1503487,0,0,0,0,0,0,0
5190,1901.530624,1.074138519,0.722866744,0.15529859,185.0597532,50.67093126,0,0,0,0,0,0,0
5320,1063.070795,1.802353988,1.493672777,-0.029213011,449.4481074,-89.6773847,2,0,1,0,1,0,0
5360,1678.513296,0.820118799,1.226478825,-0.017931165,182.5977141,28.81751627,0,0,0,0,0,0,0
5380,1781994.54,0.540832628,1.383704672,0.029119951,128.9185262,45464,0,0,0,0,0,0,0
5430,4163.91199,1.165837616,0.318559555,0.027182084,153.7226329,223.7527326,0,0,0,0,0,0,0
5440,27968.84943,0.905996561,0.368767666,0.004846046,124.0098798,1214.77003,0,0,0,0,0,0,0
5450,1527.954155,0.305841569,2.183758286,7.005614702,97.3725631,-42.29615914,0,0,0,0,1,2,0
5490,790249.5908,0.767543575,0.664944903,0.142635373,127.7917763,29734.69161,0,0,0,0,0,0,0
5500,2418.474116,1.014159822,0.250068955,0.024900597,126.7769709,357.9582475,0,0,0,0,0,0,0
5610,7344.197912,2.812438993,1.622704714,0.104353203,737.6197007,381.9840956,0,0,0,0,0,0,0
5710,4237.826616,1.88078515,0.678720853,-0.032210543,315.7313253,339.624352,0,0,0,0,0,0,0
5720,10854.51848,0.289308114,0.183602016,-0.02295625,34.24256674,818.4241115,0,0,0,0,0,0,0
5740,13113.41477,0.764188158,1.660047234,-0.157063816,203.2776596,1753.484486,2,0,0,0,0,0,0
5820,1474.942038,0.502270338,0.302322185,-0.132084244,65.41178044,55.135834,0,0,0,0,0,0,0
5850,15894.61981,0.93457703,0.630039955,-0.082587173,152.33979,962.2831524,0,0,0,0,1,0,0
5870,1577.822156,1.146222852,0.376049144,0.010737343,157.7258975,161.7530879,0,0,0,0,0,0,0
5930,3017520.9,0.793947694,0.406825871,0.186799619,111.6946156,421867.47,0,0,0,0,0,0,0
6040,25603.47466,0.929978163,1.833060978,0.51045995,263.4684843,1678.43642,0,0,0,0,0,0,0
6050,661.0100235,0.950994072,0.256397302,0.22164534,119.4826386,14.31623961,0,0,0,0,0,0,0
6200,4047.996241,0.635795162,0.541839084,0.845849813,98.02938308,49.90580214,0,0,0,0,0,0,0
6400,157514.7633,0.401331329,0.375434598,0.215492532,55.20049947,6431.93863,0,0,0,0,0,0,0
6660,2630.851521,0.348776618,0.263553024,0.083640438,44.06977504,109.8840957,0,0,0,0,0,0,0
6890,1106.608454,0.441798476,0.135487918,-0.047716894,50.16568321,16.39019276,0,0,0,0,0,0,0
7110,777.6084499,0.677757054,0.533030699,0.253326117,103.9022371,1.6904591,0,0,0,0,0,0,0
7120,688.2216388,0.111986237,0.047491346,-0.21584919,11.73046141,-26.96717492,0,0,0,0,0,0,0
7390,544.8843876,0.499468379,0.281186068,0.01595824,63.99119287,5.16791818,0,0,0,0,0,0,0
7540,3115.646943,0.88086527,0.437149941,12.51210885,126.593547,128.1424557,0,0,0,0,0,0,0
7570,4392.560321,0.614245413,1.05388729,0.031328852,126.1590846,57.45410233,0,0,0,0,0,0,0
7610,1581.519365,0.685379644,0.754086583,0.153744992,120.2215237,16.70766374,0,0,0,0,0,0,0
7630,548.3592352,0.540207823,1.570325727,-0.007986305,138.8510067,-29.80645398,5,0,21,0,1,0,0
7700,4000.948447,1.400963258,0.351875436,0.276865956,189.3927815,748.8783598,0,0,0,0,0,0,0
7720,4190.820429,0.561998237,2.060276872,0.083107697,171.9870205,176.2742271,0,1,0,0,0,0,0
7810,5565.031351,1.063064778,0.339773102,0.084904403,142.4265595,296.2968985,0,0,0,0,0,0,0
7980,5312.01348,1.736057132,2.878705423,0.066543046,673.3654214,99.17160801,0,0,0,0,0,0,0
8040,4898.233481,0.806627654,2.022517566,-0.04701797,243.8046252,292.1140875,2,0,0,0,1,0,0
8060,6070.993161,0.843597183,0.167350805,0.043350141,98.47738511,356.0823396,0,0,0,0,1,0,0
8250,4392.831187,0.679897894,1.864667996,0.028679035,194.7681737,344.9123796,0,0,1,0,0,0,0
8420,1577.058528,0.989396286,0.5496092,0.200913699,153.3177588,101.3082389,0,0,0,0,0,0,0
8490,5952.889071,0.587962791,0.978752428,0.02834138,116.3432799,263.934533,0,0,0,0,0,0,0
8770,22499.13439,1.782957482,2.367438953,0.079721165,600.4000476,252.8626276,0,0,0,0,0,0,0
8830,1834.715646,0.618586229,2.041174957,0.222044709,188.1228949,0.7153229,0,1,0,0,0,0,0
8970,1503.906631,0.978374915,1.839094715,0.137906761,277.7699051,-306.0797117,0,0,0,0,0,0,0
9140,598.5141216,0.367881905,0.067676621,-0.171449462,39.27789098,-29.79590123,0,0,0,0,0,0,0
9160,3811.582514,0.605089385,0.582711558,-0.13643905,95.76819638,128.9569894,0,0,0,0,1,0,0
9180,918.7234438,3.866959868,0.946620101,-0.076526876,752.7501808,28.71191147,0,0,0,0,0,0,0
9190,959.1030798,1.802488264,2.689802566,0.182086425,665.0825822,98.76011196,0,0,0,0,0,0,0
9310,7468.779175,0.369989887,10.5125847,0.495064299,425.9539915,146.1499668,0,0,5,0,0,0,0
9420,1686.955469,0.49930634,0.517075127,0.016279044,75.7485229,58.13253664,0,0,0,0,0,0,0
9440,5199.336547,0.661031598,1.095115938,-0.10603493,138.4937838,93.61782757,0,0,0,0,0,0,0
9470,1341.017542,1.543900518,1.622644843,0.037338046,404.9102731,100.9307076,0,0,0,0,0,0,0
9680,4315.467212,0.490170582,0.090561353,0.083107753,53.45610929,126.9696226,0,0,0,0,0,0,0
9770,2064.205282,0.69465861,0.125508874,-0.057038578,78.18444304,104.2918147,0,0,0,0,0,0,0
9810,633.3046035,0.443754599,0.318909718,0.535856283,58.52722523,-77.63485692,0,0,0,0,1,0,0
10100,6325.371098,1.557256927,1.839355907,-0.148216313,442.1606654,-236.0308359,0,0,0,0,0,0,0
10580,534.4769841,1.349059778,1.721815754,-0.066428633,367.1892158,-54.28854397,5,0,2,0,0,2,0
10620,83194.38717,0.294903659,2.556621292,-0.418556096,104.8860634,4451.5672,2,0,0,0,1,0,0
10690,8464.082689,1.26054291,1.399510837,-0.146265417,302.4686373,-309.4115007,0,0,0,0,0,0,0
11090,1714.315945,2.534730073,1.844955566,0.102563403,721.1194428,20.55581366,0,0,0,0,0,0,0
11200,36024.18,1.395733643,3.016431789,0.096668346,560.5868974,-12182.4,0,0,2,0,1,3,0
11210,71936.81978,1.040828851,1.290910026,-0.013447044,238.444525,-630.0362995,0,0,0,0,0,0,0
11300,2933.904507,0.692288077,1.722322678,0.037762075,188.4631531,-87.18305227,0,0,0,0,0,0,0
11500,1652.771799,1.429694399,0.524128342,0.152751237,217.9037753,87.07592552,0,0,0,0,0,0,0
11690,2020.548615,0.554896083,0.600360615,0.144965479,88.80338371,41.08937318,0,0,5,0,0,0,0
11760,12589.29406,3.420331176,2.470003245,0.20995699,1186.856028,251.4305472,0,0,0,0,0,0,0
11790,36673.11814,0.723566621,1.301310614,0.124650025,166.5151544,1363.466248,0,0,0,0,0,0,0
12030,1934.959484,1.031181896,0.387279481,-0.025782191,143.0537485,-7.76258396,0,0,0,0,0,0,0
12170,1239.596371,0.289347745,1.410612611,5.317353171,69.75053224,-390.0049182,0,0,7,0,0,0,0
12200,2539.484873,1.338548969,0.392482203,0.000128148,186.3905617,91.20380859,0,0,0,0,0,0,0
12280,1798.115899,1.003600751,1.561854669,0.153917299,257.107927,46.60691266,0,0,0,0,0,0,0
12340,438.9857119,1.145750514,1.977371941,0.050137372,341.1325432,-35.72013266,0,0,0,0,0,0,0
12510,2734.107879,0.752003519,0.473847085,0.163146286,110.8338194,405.8041577,0,0,0,0,0,0,0
12750,15815.36979,1.228087711,0.30939549,0.061245072,160.805251,1433.261199,0,0,0,0,0,0,0
12800,5633.881035,1.745317333,1.896755291,0.202531727,505.5757218,142.7136531,0,0,0,0,0,0,0
13360,3052.988936,1.378431679,2.625739225,0.472507894,499.7833808,-120.0923993,0,0,0,0,0,0,0
13570,7399.250498,1.111338674,0.710683364,0.136769305,190.1148582,408.769696,0,0,0,0,0,0,0
13580,15829.18161,1.415633855,3.14019163,0.144149588,586.0995437,564.5318875,1,0,0,0,0,0,0
13870,4688.792903,0.995648398,0.967223026,-0.057117889,195.8662455,118.2929221,0,0,0,0,0,0,0
14130,1882.153295,2.804621428,1.985935959,0.128120608,837.4419973,66.88151484,0,0,0,0,0,0,0
14570,667.9403491,0.829453756,0.172376753,0.001707352,97.24323008,46.83288211,0,0,0,0,0,0,0
14580,2635.468977,0.805025519,0.541509032,0.236899318,124.0954108,66.68278255,0,0,0,0,0,0,0
14680,7233.201201,0.721083761,0.850576664,0.132870128,133.4420781,580.7149369,0,0,0,0,0,0,0
14790,22141.01549,0.867442194,4.639138259,0.048465927,489.1626461,466.1095003,0,0,0,0,1,0,0
14820,11806.62752,1.086841561,1.408240384,-0.013503945,261.7375738,846.688567,0,0,0,0,0,0,0
14910,429.91994,1.07157407,0.467200152,0.014535168,157.2213638,-26.64895842,0,0,0,0,0,0,0
15020,881.4200439,0.611282049,1.242517566,2.926533139,137.0810733,-29.82263029,0,0,0,0,0,0,0
15350,9085.390796,1.029383351,0.56397139,0.054520493,160.992611,450.1430636,0,0,0,0,0,0,0
15360,14349.74395,0.777143537,1.057549006,0.060748333,159.9010912,270.7398316,0,0,0,0,0,0,0
15540,173.2249858,3.843692917,1.339038641,-0.042884551,899.0546257,-73.07787718,2,0,9,0,0,0,0
15890,4745.599991,1.187915149,0.801547361,0.267721704,214.0085401,77.5175025,0,0,0,0,0,0,0
16580,2748.380601,0.538329478,0.1306321,0.046522361,60.86525882,271.7231117,0,0,0,0,0,0,0
16800,4367.94588,0.66269339,0.136270406,0.249858598,75.2998888,220.6115774,0,0,0,0,0,2,0
17370,2895.282416,0.842655487,1.444392562,-0.076933748,205.9780804,-7.88403901,0,0,0,0,0,0,0
17650,2387.562861,0.494308265,0.833552016,0.750222953,90.63399153,32.546277,0,0,0,0,0,0,0
17670,334286.69,0.524101423,0.854140964,0.02505275,97.17579182,26575.95,0,0,0,0,0,0,0
17960,3664.414068,0.652375463,0.180841796,-0.072077578,77.03522136,7.44134336,0,0,0,0,0,0,0
18470,3342.764829,0.894963083,0.713082825,0.09413091,153.3145886,-18.32852582,0,0,1,0,0,0,0
18670,43517.47561,1.537240807,1.440083764,0.273076501,375.0996336,1498.991067,0,0,0,0,0,0,0
19440,5273.47713,1.384068087,0.641271301,0.091274677,227.1631229,237.0020349,0,0,0,0,0,0,0
19490,578.8157689,0.649088476,0.771232589,-0.086594006,114.9686661,-113.702533,0,0,2,0,0,0,0
20120,226.9773271,0.629434168,0.376553103,-0.434293143,86.64495574,-22.65141839,0,0,0,0,0,0,0
20150,6502.84,0.69821032,0.2259563,0.138054978,85.59753408,421.9,0,0,0,0,0,0,0
20400,693.861219,1.076718275,1.51302842,0.222816206,270.5823624,8.36992928,0,0,1,0,0,0,0
21050,2123.030725,1.211359595,1.278428551,0.037975126,275.9996286,19.60436811,0,0,0,0,0,0,0
21240,21588.73075,1.16578067,1.197870933,0.059101404,256.2235448,3256.07409,0,0,0,0,0,2,0
21320,9420.808483,1.407970573,1.786110573,0.183528619,392.2761701,224.8332269,0,0,0,0,0,0,0
23000,2456.052641,1.124460604,0.259814541,0.028967727,141.6611821,109.9633067,0,0,0,0,0,0,0
23150,5001.800858,0.103916837,3.681697133,0.062991705,48.65071571,43.08067659,0,0,0,0,0,0,0
23590,122980.511,0.113115805,5.435428459,0.206068709,72.79486723,2431.425903,0,0,0,0,0,0,0
23800,4568.753451,1.183812059,1.26970151,-0.133228518,268.6900017,-9.30762064,0,0,0,0,0,0,0
23810,2784.131853,0.85772352,1.420277261,0.020388701,207.5928732,-20.38661994,0,0,0,0,0,0,0
23960,3741.604002,0.672686201,1.365129558,-0.188913358,159.0990018,-144.3880178,0,0,0,0,1,0,0
25000,5481.142322,1.283814323,0.237797469,0.086991475,158.910212,271.1633314,0,0,0,0,0,0,0
25820,2697.973495,0.849785882,1.443503724,0.160655668,207.6454967,112.4791875,0,0,0,0,0,0,0
25860,5571.665346,2.014422863,0.322203378,0.023598427,266.3476715,267.0374169,0,0,0,0,0,0,0
25890,849.2773416,0.352307054,0.507275039,0.128985529,53.10236277,-47.25308836,2,0,0,0,0,0,0
26890,1899.630506,0.814902035,0.369976206,0.107314773,111.6396398,72.71231075,0,0,0,0,0,0,0
26940,1296.937683,1.126642603,0.152611431,0.042399317,129.8581144,23.18294799,0,0,0,0,0,0,0
28100,2576.347562,1.318627386,0.64901606,0.051209505,217.4437738,171.0468193,0,0,0,0,1,0,0
30720,1047.756446,1.543320977,1.665234471,0.214692475,411.3312267,51.16814127,0,0,0,0,0,0,0
31390,1204.090378,0.162253496,1.500218576,-0.313432308,40.5669205,7.1788948,0,1,1,0,1,0,0
31820,1066.799201,1.346297884,0.828314724,-0.139263199,246.1456244,8.6598622,2,0,0,0,0,0,0
