종목코드,총자산,총자본회전율,부채비율,매출액증가율,자기자본회전율,당기순이익,최대주주변경,대표이사변경,전환사채,파산신청,거래정지,불성실공시법인,레이블
11370,3918.90974,1.349081435,0.368106204,0.058335954,184.5686681,774.6723584,0,0,0,0,0,0,0
11560,2577.13994,2.338002733,0.88230835,0.553838702,440.0842065,215.9693698,0,0,0,0,0,0,0
12620,1967.123825,1.18937411,0.905910521,0.13353845,226.684063,71.94315596,0,0,0,0,0,0,0
12860,5761.546302,1.232727283,3.177800581,-0.028623067,515.0088761,-435.6075046,0,1,0,0,0,0,0
13310,5073.009511,0.843536307,2.516446182,-0.154237275,296.6250026,107.0286833,1,0,9,0,1,0,0
13990,2114.450689,0.666180435,0.266381416,-0.062525545,84.36385222,-48.96212333,0,0,0,0,0,0,0
14100,991.195079,1.21786722,1.100757715,-0.112006297,255.8443958,59.85273216,0,1,0,0,0,0,0
14620,5024.794973,0.290054573,0.115721559,-0.282224109,32.362014,-163.1880292,0,0,0,0,0,0,0
15710,1288.906858,1.110159073,0.260184922,0.256356535,139.9005725,107.2420388,0,0,0,0,0,0,0
16100,1929.325073,0.725304471,0.767579531,-0.228189518,128.2033336,-79.18235336,0,0,3,0,0,0,0
17000,1536.69522,1.274336108,1.39039691,0.690467581,304.6169094,137.2442812,10,0,18,0,0,0,0
17510,754.8276922,0.276510267,0.146606454,0.254612099,31.70484565,36.68871226,0,0,0,0,0,0,0
17890,3286.263416,0.646337347,0.298284885,0.12640031,83.9130008,201.3150667,0,0,0,0,0,0,0
18120,1070.304382,0.826481529,0.176130302,0.0190156,97.20499698,154.9894204,0,0,0,0,0,0,0
18290,740.9290791,0.942866102,1.051636255,0.69803606,193.4418278,-130.0737987,15,1,9,0,0,0,0
18620,606.3789096,0.435934421,1.631932371,-0.049772894,114.7349915,-41.9024247,0,0,1,0,0,0,0
18680,869.3232153,0.536650138,0.614157691,0.015949199,86.62379481,8.81443983,0,1,2,0,0,0,0
19540,3641.287215,0.71711523,1.851723761,-0.239257623,204.501454,81.68306705,0,0,0,0,0,0,0
21650,1439.187916,1.068397816,1.90106815,0.250807343,309.9494876,6.25658714,1,1,2,0,0,0,0
22100,6463.013188,1.470819082,0.614802096,0.096549801,237.5081736,419.964848,0,0,0,0,0,2,0
23600,5118.433977,0.632730461,0.707937039,-0.008656002,108.066379,91.55277813,0,1,0,0,0,0,0
23890,4035.367205,1.561013078,0.533632992,0.135339955,239.4021158,425.2587903,0,3,0,0,0,0,0
23910,1844.034479,0.783278854,0.591322957,0.03587585,124.6449623,248.3236201,0,0,0,0,0,0,0
24830,2529.417691,0.284224024,0.358537449,-0.055828092,38.61289804,64.76213815,0,0,0,0,0,0,0
25550,1823.569396,0.913882369,1.163633281,0.086573817,197.7306309,39.26570595,0,0,0,0,0,0,0
25770,2649.09032,1.42160068,0.582523231,0.119409479,224.9716101,249.17701,16,0,0,0,0,0,0
25870,502.1317976,1.632815826,2.150306782,0.018887711,514.3870771,2.37422104,0,0,0,0,0,0,0
25880,1055.111776,0.755259432,0.799876883,-0.013474962,135.9373993,67.52740415,0,0,0,0,0,0,0
25900,12241.11572,0.636205138,0.85331393,0.127550835,117.9087844,622.2073644,0,0,0,0,1,0,0
26180,1784.81654,0.882063824,2.555414058,-0.06173915,313.610212,9.95014213,1,1,0,0,0,0,0
27040,752.9162049,1.21963057,1.005657355,0.030364953,244.6161023,-15.83892928,2,2,0,0,0,0,0
27580,1623.84453,0.786954941,2.397660641,-0.157517757,267.380583,-76.05196276,0,0,0,0,0,0,0
27710,5673.682883,1.477973281,2.344500757,-0.068775761,494.3082755,128.1339744,0,2,1,0,0,0,0
29960,1727.462423,0.354595873,0.375845628,0.111793051,48.7869181,160.5914517,3,0,0,0,0,0,0
31980,2766.920934,0.99529604,0.211884506,0.688769137,120.6183849,394.434208,0,0,0,0,2,0,0
32500,2133.546571,0.954845503,3.158598318,-0.032395538,397.0818901,-86.87400779,0,0,1,0,0,0,0
32620,690.8670496,1.188232979,0.482640132,0.202904544,176.1721901,35.4082648,2,0,0,0,0,0,0
32790,359.9057391,1.491639574,0.596942733,0.02513399,238.2062978,-20.63900261,0,0,8,0,1,0,0
32940,2226.627816,0.302000187,0.577743032,0.037655041,47.64786909,151.6170755,0,2,0,0,0,0,0
32980,551.4040994,0.345941658,0.658173319,-0.316935041,57.3631227,-60.60977049,0,0,18,0,0,2,0
33050,1070.32674,1.099884324,1.335924342,0.054291338,256.9246566,5.09267147,0,0,0,0,0,0,0
33170,2335.265431,1.13748377,0.392937112,0.231590915,158.4443357,16.15859918,0,1,0,0,0,0,0
33230,1447.419607,1.767528963,2.30568191,0.012498601,584.2888519,-37.37487066,0,0,1,0,0,0,0
33290,2730.037888,1.133453801,0.586269629,0.239297523,179.796334,466.582502,0,1,0,0,0,0,0
33320,1139.260289,2.496914626,0.419526696,0.49878085,354.4436969,133.2421537,0,0,0,0,0,0,0
33790,626.7402956,0.214743982,0.585318966,0.028572267,34.04377082,-47.58219456,6,1,4,0,0,0,0
34230,24353.23992,0.27431337,0.882974382,-0.038589763,51.65250478,-398.5252756,0,1,0,0,0,0,0
35200,409.089876,1.192990618,0.178260358,0.076232095,140.5653552,43.4550897,0,0,0,0,0,0,0
35290,171.7393363,0.745434082,0.286815205,-0.194510939,95.92359118,-79.7587504,16,1,10,0,0,2,0
35890,8070.07034,1.280374664,1.99303918,-0.037661007,383.2211533,311.0809181,0,0,2,0,2,0,0
36010,929.7217008,0.904388869,0.054175839,0.043123775,95.33848954,76.63880138,0,1,0,0,0,0,0
36090,858.9431335,0.45603743,0.394104768,0.215882977,63.57639552,44.73890047,0,0,1,0,0,0,0
36170,951.4678148,0.174398561,0.380371787,-0.060672376,24.07348526,-8.5575158,3,0,8,0,2,0,0
36200,1299.955059,1.609935305,0.497653689,0.813287159,241.1125548,222.5652262,0,0,0,0,0,0,0
36930,3152.654014,0.864945602,0.673478706,0.017447062,144.7468047,420.1990776,0,0,0,0,0,0,0
37070,912.3165518,1.32942305,0.338576512,0.189618189,177.9534469,36.72143339,0,0,0,0,0,0,0
37230,538.3507975,1.058274958,0.290462852,-0.035650309,136.5664521,28.45883709,0,0,0,0,0,0,0
37400,6827.53088,2.191372877,2.493165291,-0.043331951,765.4827672,-388.538886,0,2,0,0,0,0,0
37460,4680.855516,2.787182977,0.738523935,0.184333918,484.5584318,436.6564971,0,1,0,0,0,0,0
38070,710.3827966,0.599948967,0.345429921,-0.050567012,80.71892905,22.68469053,0,0,0,0,0,0,0
38500,12653.03707,0.530550461,1.001063229,0.089944653,106.1665019,362.850202,3,4,0,0,0,0,0
38680,1480.973752,1.441064626,1.067502275,0.019389784,297.9404392,17.80673943,0,1,0,0,0,0,0
39030,4384.753392,0.921720091,0.213229974,0.313344253,111.8258441,429.9124466,0,1,0,0,0,0,0
39310,1156.812256,1.368856192,0.380148715,-0.379306359,188.9225114,-12.72895965,0,0,0,0,0,0,0
39610,807.9096528,0.540472096,0.453551685,-0.202295781,78.56041252,16.63532025,0,0,0,0,1,0,0
39740,993.8010375,1.625632051,1.016354377,0.257014363,327.7850301,-13.12951356,0,2,0,0,0,0,0
39840,1756.860456,0.538111025,0.452431845,0.074061223,78.15695889,110.7656839,6,2,1,0,0,2,0
39980,965.0500263,1.051671134,0.32200821,0.011883374,139.0317872,49.75237097,4,2,0,0,0,0,0
40910,2378.516333,1.311101982,0.751978232,0.350521375,229.7022132,248.9203171,0,0,1,0,0,0,0
41510,7975.090239,0.458159712,0.830698792,0.044348658,83.87524308,-47.09252451,0,1,0,0,0,0,0
41590,1202.618655,0.372567977,1.033992589,-0.444957553,75.78005035,-84.03078224,0,1,7,0,0,0,0
41830,1120.247452,0.832438519,0.051715331,0.167884813,87.54883526,193.3078217,0,0,0,0,0,0,0
41910,968.5099059,0.394560143,0.154876347,-0.119443611,45.56681762,15.14425645,0,0,0,0,0,0,0
42110,1205.535132,1.21352146,0.239220361,0.087402367,150.3820501,34.63529329,0,0,0,0,0,0,0
42500,852.5050261,1.742007198,0.552305761,0.151745593,270.4127809,47.06149209,0,0,0,0,0,0,0
42600,1166.334513,1.082189137,0.629579103,0.070968161,176.3512804,12.78696831,0,0,0,0,0,0,0
42940,404.4634706,0.332671389,0.509901515,1.277382885,50.23010342,-79.18302817,10,2,18,0,1,2,0
43090,290.3481849,0.674799338,0.682605873,0.246462325,113.542133,3.4644454,9,1,24,0,0,0,0
43100,647.4311514,0.358501979,0.377014684,-0.021557713,49.36624893,-85.21580111,0,0,3,0,0,0,0
43200,686.1570154,0.420743338,0.13779385,-0.726763917,47.87191824,-279.2082914,0,0,0,0,0,2,0
43220,671.1684776,0.557839878,1.42811328,0.139720165,135.4498415,-132.8405453,1,1,8,0,3,0,0
43590,577.272851,0.99691484,0.810114433,-0.044461091,180.452994,-8.83648039,4,1,8,0,1,2,0
43910,481.9583998,0.274684238,0.578982545,0.308650055,43.37216171,-67.65333319,0,1,0,0,0,0,0
44340,2010.055708,1.29711929,1.061231993,0.223199732,267.3663779,113.1928839,0,0,1,0,0,0,0
45060,1211.662329,1.234616805,0.99130965,0.045295691,245.8504358,63.95066303,0,0,0,0,0,0,0
45340,161.8843064,0.602061027,1.603047964,0.034731543,156.719373,3.27225624,0,0,0,0,0,0,0
45520,656.7213485,1.174134922,1.066053282,0.285750128,242.5825309,47.12747136,0,0,0,0,0,0,0
45970,3311.14667,1.281279217,1.195504424,0.071171749,281.3054188,20.2292979,1,0,4,0,0,0,0
46310,745.3301051,1.368503794,1.107400555,0.693856337,288.3985655,31.63668036,0,0,1,0,0,0,0
46390,440.5883794,0.476667063,0.140344565,-0.540470928,54.35646946,7.08953936,0,0,0,0,0,0,0
46940,1892.098594,0.970566113,2.21044533,-0.113417921,311.5949445,-3.83202674,0,0,1,0,0,0,0
47080,363.8709734,1.079939247,0.69026454,0.278879031,182.5383014,11.0562233,0,0,2,0,0,0,0
47310,2775.141758,2.542808303,0.737624958,0.293659481,441.8447171,91.69404272,0,0,0,0,0,0,0
48410,494.9878089,0.645878389,0.602377184,-0.114433191,103.4940795,12.18194238,0,0,1,0,0,0,0
48430,1314.127921,1.475534429,0.269243527,-0.081851695,187.2812523,35.00864042,0,0,0,0,0,0,0
49120,1075.679915,1.481452472,1.597092835,-0.10305417,384.7469601,-198.721266,0,0,4,0,0,0,0
49180,726.3795078,0.297483959,0.722263784,1.201817993,51.23458486,-96.05280808,3,1,5,0,3,0,0
49430,1391.353588,0.491972671,0.165891137,-0.006599453,57.35865774,95.00732474,0,0,0,0,0,0,0
49520,2442.709932,1.964147069,0.402626488,0.079791928,275.4964704,152.9221548,4,1,0,0,1,0,0
49630,1458.598396,0.908761758,8.322044048,-0.045264196,847.1517134,-362.9972837,0,2,2,0,0,0,0
49830,1690.382294,0.803469005,0.255863857,-0.019029069,100.9047683,27.32414616,0,0,0,0,0,0,0
49960,964.7671867,0.632865028,0.069629447,0.04771979,67.69310698,181.9794738,0,0,0,0,0,0,0
50120,1058.921313,0.337567992,0.454225054,0.042474067,49.08998313,17.37924865,0,0,3,0,1,0,0
50540,802.5471618,1.601634211,1.046408856,-0.145873258,327.7598433,3.29624051,25,4,7,0,0,2,0
51160,269.2876479,3.730869763,2.589205457,0.26225025,1339.085811,-13.97114889,0,2,2,0,0,0,0
51360,2641.85622,1.978602489,0.593309834,0.150211703,315.2526803,129.6309658,0,0,0,0,0,0,0
51380,536.3961044,4.239739976,0.794725472,0.092631663,760.9169329,30.03717231,2,0,1,0,0,0,0
52020,264.5738885,0.319786948,0.383677956,-0.445696957,44.24821501,-164.535311,1,0,1,0,0,0,0
52670,328.8072398,0.851153583,0.081224807,-0.218771299,92.02883686,7.89208871,0,0,0,0,0,0,0
52710,3941.488955,0.800327135,1.055025355,0.065745965,164.4692554,253.3126754,0,0,0,0,0,0,0
52790,1437.365101,0.385423516,0.34198848,-0.234670546,51.72339179,-74.77693996,0,1,0,0,0,0,0
53050,1454.61519,0.745631514,1.32036523,0.041374643,173.0137438,49.43947689,0,0,0,0,0,0,0
53060,1144.925158,1.041830939,4.496884947,-0.049839849,572.6824806,-77.78987019,1,0,0,0,0,0,0
53450,3436.321778,0.963535229,1.65232303,0.059431099,255.5606677,-23.56372497,0,0,0,0,0,0,0
53590,652.260719,0.147635459,1.169580754,1.150242315,32.03070513,-130.9396544,11,3,21,0,0,0,0
53610,1759.748659,0.851270608,0.208519377,0.579524888,102.8777025,253.8993749,0,0,0,0,0,0,0
53620,1882.100599,0.837201915,0.24850441,0.06350744,104.5250283,69.44280886,0,0,0,0,0,0,0
53800,2236.203992,0.671939133,0.216057443,0.0516496,81.71165843,162.7899034,0,0,0,0,0,2,0
54090,1621.701251,1.360600622,0.826713795,-0.140022987,248.5427925,-127.2193251,0,0,0,0,0,0,0
54210,4249.92667,1.386381629,1.770219387,-0.021587664,384.0581268,-14.62094027,0,0,0,0,0,0,0
54450,1231.632022,0.995969057,0.502756615,0.214886975,149.669909,15.41272092,2,0,0,0,1,0,0
54630,389.4778875,0.478005242,0.204391145,-0.264098712,57.57052803,4.83582633,2,0,3,0,0,0,0
54670,1218.157662,1.073884219,1.355257183,0.195724751,252.9273521,-205.8084244,0,1,0,0,0,0,0
54800,7747.395987,0.565634846,0.351296499,-0.007201542,76.43403877,308.6710733,0,0,0,0,0,2,0
54920,872.0181349,0.187940338,0.639303341,0.132177265,30.80912248,13.72274543,0,3,0,0,1,0,0
54930,1494.40818,0.993602774,0.647624485,-0.020782288,163.7084258,15.2991012,2,1,0,0,0,0,0
54950,1724.221667,0.615790029,0.4232899,0.081783864,87.64477285,114.6001632,0,0,0,0,0,0,0
56000,221.2552244,1.386454898,0.122331215,0.02304917,155.6061611,1.81469258,0,0,0,0,0,2,0
56080,1169.649163,0.555333642,0.579976527,0.077521391,87.7414118,-40.65222383,3,0,3,0,0,0,0
56700,1959.787564,0.900959178,1.111141966,-0.180618704,190.2052731,-23.98151042,1,1,0,0,0,0,0
57540,1270.955285,0.949194833,0.703954854,0.730757875,161.7385144,65.42091985,0,0,1,0,0,0,0
57680,452.7738457,0.960513882,2.324006477,0.460594497,319.2754366,-56.1167777,4,1,8,0,0,0,0
58220,685.6994958,0.754600211,1.998932239,0.123929544,226.2994901,-214.3844974,0,1,12,0,3,1,0
58450,329.6778163,1.298174901,0.576839462,-0.420835651,204.7013412,-47.82792888,1,0,0,0,0,0,0
58610,2466.623178,1.199012058,1.551753182,0.942249886,305.9582834,-41.25610855,0,0,0,0,0,0,0
59100,565.1238168,0.433892425,0.703906189,-0.542672772,73.9311988,-83.03058323,0,0,1,0,0,0,0
60280,755.5192668,0.443190312,0.068765413,0.11387393,47.36664775,-168.8451786,0,0,0,0,1,0,0
60380,1249.770991,1.490161874,1.298575631,0.225475319,342.524977,32.66424899,2,1,0,0,0,0,0
60540,1239.406808,0.785133387,0.65049104,0.14896857,129.585562,68.99003125,0,0,0,0,0,0,0
60570,1308.775877,0.53066376,0.15134528,0.327244607,61.09772147,-140.920212,0,1,0,0,2,0,0
61970,2364.594363,0.557487584,1.354764528,-0.028347447,131.2751987,79.7322755,0,0,0,0,0,0,0
63170,1543.387451,0.35096556,1.135037668,0.065186659,74.93246915,30.55687031,0,0,0,0,0,0,0
64090,1007.526451,0.767964861,1.190092776,0.41506429,168.1914295,82.08761913,3,2,5,0,0,0,0
64240,1101.995798,0.371324693,0.154396482,-0.664740222,42.86559199,-171.1154407,5,1,1,0,0,0,0
64290,319.2708047,0.761283376,0.737898427,0.452721786,132.3033181,-2.67286255,0,0,0,0,0,0,0
64520,952.5488997,1.768723248,1.286779393,-0.302565921,404.4679874,-237.6020783,9,0,0,0,1,1,0
64550,639.4510405,0.363870476,0.973888069,0.072067294,71.82395921,-122.3978138,0,0,0,0,0,0,0
65350,3344.757656,1.389550543,1.832243501,0.177787352,393.5545495,123.8022642,0,2,1,0,0,0,0
65420,296.7170066,1.124578965,0.862162918,0.323503488,209.4149246,-6.75458752,0,0,1,0,0,0,0
65500,908.6626533,1.068242269,1.38501452,0.367107352,254.7773322,-24.19994949,0,0,4,0,0,0,0
65510,1408.834472,0.499617835,0.674008471,0.051768455,83.63644888,34.61193659,0,0,0,0,0,0,0
65570,927.7272849,0.409777605,0.08656335,0.060713186,44.52493272,30.22608921,0,1,0,0,0,0,0
65650,262.4366582,0.796780213,0.060354373,0.596596882,84.48693831,-114.5180749,0,0,0,0,0,0,0
65660,602.9840081,0.088846788,0.236421364,0.094208445,10.98520669,7.38763772,1,2,8,0,0,0,0
65690,1188.869183,0.542805609,0.330588151,0.010609858,72.22507113,-25.87245117,0,0,2,0,0,0,0
65710,767.1733974,0.582278606,0.27703754,-0.247579569,74.35916391,61.85310945,0,0,0,0,0,0,0
65950,3215.834587,1.177376102,1.549610973,0.505495671,300.1851029,-64.12944394,0,0,1,0,0,0,0
66110,895.2953071,0.158097134,0.940675993,-0.229687374,30.6815312,-129.587698,0,0,14,0,2,4,0
66670,1668.440877,0.495714833,0.124554818,-0.072571105,55.74585038,47.10639657,0,0,0,0,0,0,0
66700,1454.213471,0.739862962,0.552825958,0.06228627,114.8878413,11.51420669,0,2,2,0,0,0,0
66970,2654.76273,1.518101453,1.153007369,0.613809414,326.8483616,206.3918424,0,1,0,0,0,0,0
67080,1654.74579,0.73848118,0.98201847,-0.14118091,146.3683339,121.1315457,8,0,0,0,0,0,0
67570,4664.322128,1.182732897,1.599297816,-0.031654155,307.4275035,64.21573012,0,1,1,0,0,0,0
67630,990.1808806,1.075008014,0.87440517,1.520344828,201.500058,77.60946124,0,0,3,0,5,2,0
67770,441.6821797,0.516843934,0.061503883,-0.300453954,54.86318432,-24.57379824,0,0,0,0,0,0,0
67900,1882.713469,0.399588521,0.750479192,0.295689573,69.94713917,197.5116168,0,1,0,0,0,0,0
68930,1045.804576,0.859052734,0.409994289,0.075806534,121.1259449,82.60611105,0,0,0,0,0,0,0
68940,298.2138003,0.91181498,0.728202348,0.102760474,157.5800789,-97.36883327,0,0,0,0,2,0,0
69110,1394.329908,0.720672917,0.933531032,0.209714708,139.3443449,15.97591721,1,0,7,0,0,0,0
69410,555.2337245,0.845399402,0.435614494,-0.168631665,121.3667635,-35.32670818,0,0,0,0,0,0,0
69920,970.4154447,0.375971727,0.283125975,-0.535968762,48.24190888,337.0758606,0,1,1,0,0,0,0
70590,524.4240032,0.867697875,0.954099348,-0.28239102,169.5567851,26.8659545,0,2,0,0,4,1,0
71200,902.9187434,0.80598785,0.279318412,0.017853318,103.1115097,14.95848695,0,0,0,0,0,0,0
71670,1668.625225,1.276097031,1.492781569,-0.070486642,318.1031159,-4.6772005,0,0,0,0,0,0,0
71850,2610.986874,0.80256857,1.437065117,-0.075265209,195.5911865,28.90995962,5,0,6,0,0,0,0
72020,816.2382276,0.390407272,0.262033488,-0.159188433,49.27070508,45.79465281,0,0,0,0,1,0,0
72870,3376.419893,0.39120895,0.243427045,-0.120701575,48.64397884,-35.21801903,0,1,0,0,1,0,0
72990,627.6609978,0.44416213,0.467154168,-0.012835632,65.16543206,0.88166651,0,0,0,0,0,0,0
73070,1226.083319,0.671459422,0.619167244,0.007838991,108.7205101,79.08143722,3,2,4,0,2,0,0
73560,2904.100106,0.722190218,0.769729389,0.123371864,127.8081252,275.039276,0,2,0,0,0,0,0
73570,306.1344644,0.394356168,0.295731572,1.533629176,51.09797372,-108.4389949,2,5,27,0,4,0,0
76080,2117.388402,1.189728389,1.228039271,0.903577079,265.0761573,-49.90157422,0,1,1,0,0,0,0
76610,1972.92558,1.736178304,2.554919955,-0.067050338,617.1974899,-130.1350958,0,0,2,0,0,0,0
77280,683.8911828,0.139506105,0.587987768,-0.365041654,22.15339885,8.65220992,0,0,0,0,1,0,0
78070,1610.62414,0.048261054,0.034177409,-0.93558562,4.991049147,966.9423156,0,2,0,0,2,0,0
78160,1816.725088,0.232560803,0.284217042,0.474477068,29.86585466,-14.46211406,0,0,0,0,0,0,0
78350,589.0038221,1.302005199,0.485944569,-0.130275364,193.4707554,-21.74903133,0,1,0,0,0,0,0
78590,275.3006712,1.453649205,0.589934656,0.023372082,231.1207247,25.97855402,4,1,7,0,0,0,0
78860,848.4470419,0.216630973,0.218163577,0.363258833,26.38919612,-43.74619061,0,1,19,0,2,0,0
79000,752.6654177,0.284607543,0.042211642,0.209643903,29.66212945,36.4147933,0,0,0,0,0,0,0
79170,581.8365082,0.927208133,0.122846439,0.13637643,104.111235,12.04407325,0,1,0,0,0,0,0
79370,3379.190353,1.062705992,0.839292734,0.234696912,195.4627411,188.7068423,0,0,0,0,0,0,0
79810,744.6620291,2.42294571,1.636934324,2.964353033,638.9148706,30.77775675,0,1,4,0,0,0,0
79960,2662.187234,1.595367067,0.385921391,-0.035966793,221.1053344,53.9334628,0,2,0,0,0,0,0
80220,931.3531333,1.256633898,0.812186317,1.066678032,227.7254755,39.41154905,0,0,4,0,0,0,0
80580,568.9173064,0.691121624,1.384321949,0.567258013,164.7856459,-10.32326149,0,0,3,0,0,0,0
81580,1398.379741,1.312406182,0.358748544,0.062385308,178.3229989,72.92435049,0,0,0,0,0,0,0
82660,1813.60692,1.016863139,1.958089732,-0.110230081,300.7972411,-296.0535562,11,1,19,0,0,0,0
82850,6133.686947,2.40415326,2.788194229,-0.038399615,910.7399505,-389.2137563,0,1,3,0,0,0,0
82920,1327.7627,0.189937394,0.22923868,-0.760619123,23.34783911,12.34064474,0,0,0,0,5,0,0
83310,1530.927899,1.311264169,0.421857093,0.618148305,186.443026,243.4120403,0,0,3,0,0,0,0
83640,701.8856816,0.627055739,0.454918689,0.218492021,91.23151134,9.51802177,2,1,4,0,3,0,0
83790,1194.651376,0.101913561,0.304390868,-0.161778977,13.29351182,13.9559828,0,0,1,0,1,0,0
83930,1863.160246,0.99872653,0.789004426,-0.068107384,178.6726182,-18.16576765,0,1,0,0,0,0,0
84370,2658.459952,0.489584448,0.149898609,-0.077279285,56.29724756,273.784541,0,0,0,0,0,0,0
84730,2056.879509,0.962237179,0.426848501,0.069617213,137.2966677,22.2048652,0,0,0,0,0,0,0
86040,597.7050189,0.427714484,0.913224151,0.148630247,81.83136801,11.75854472,0,0,0,0,0,0,0
86060,595.4277524,0.932670172,0.564627704,-0.001767717,145.9281589,18.46734655,0,0,0,0,0,0,0
86520,4481.455443,0.734164333,1.430227293,0.929880193,178.4186201,-32.86685606,0,0,0,0,0,0,0
86670,972.5159151,0.654372132,0.689292035,0.547439743,110.542563,30.61278644,0,0,0,0,0,0,0
86890,833.4336556,0.233478571,0.232372732,0.021211171,28.77326241,-54.81132323,0,2,0,0,0,0,0
86900,3891.293248,0.465755674,0.900879942,0.360086139,88.53456196,731.6670523,0,0,0,0,0,0,0
86980,2032.672612,0.505278998,0.463171401,-0.184427362,73.93097787,158.4591288,0,1,0,0,0,2,0
87260,537.9434754,1.013973843,1.040277206,-0.122473316,206.878772,15.17409455,0,0,1,0,0,0,0
87600,998.8688344,0.549254468,0.035435387,-0.252995009,56.8717512,-22.15923798,0,0,0,0,0,0,0
88290,357.1537378,1.145174972,2.789737949,0.096530331,433.9913051,-37.70231094,0,0,0,0,0,0,0
88910,2005.034289,1.151320403,0.169927682,-0.020823525,134.696161,175.0676531,0,1,0,0,0,0,0
89790,424.2569774,0.758811512,1.790873727,0.440687708,211.7747113,-1.8006094,0,1,0,0,0,0,0
90470,1819.424996,3.137367911,0.409754688,2.785628251,442.291912,741.4909762,0,1,0,0,0,0,0
91440,548.362201,0.682634089,1.144338154,-0.131460748,146.3798322,6.76115094,0,0,1,0,0,0,0
91700,5110.921386,1.5483311,0.42443046,-9.5863E-05,220.548998,44.64966022,0,1,0,0,0,0,0
92040,1635.14712,0.450510748,0.410555161,0.068105315,63.54702604,-35.75367952,0,0,0,0,1,0,0
92460,991.7367615,0.356735613,0.349719077,-0.167813835,48.14928623,19.11400545,0,0,0,0,0,0,0
93320,652.7523211,0.724414484,0.111278206,0.069978267,80.50260279,67.27798093,0,1,0,0,0,0,0
93520,848.8029543,1.029270488,0.807520687,0.289986068,186.0427699,90.67458112,0,0,0,0,0,0,0
93920,1969.427192,1.442728065,0.281382539,-0.20537932,184.868655,31.44259718,0,0,0,0,0,0,0
94840,1292.834887,0.2214393,0.054047514,-0.10859216,23.34075439,46.52792368,0,1,0,0,0,0,0
94940,316.7579278,0.679615901,0.31418572,0.132025902,89.31415125,8.51821758,0,0,0,0,1,0,0
94970,991.0794136,1.493575422,1.26431807,0.534672372,338.1929816,78.03079959,0,0,0,0,0,0,0
95610,2424.928866,1.137313289,0.279007189,0.541521253,145.4631873,542.7510021,0,0,0,0,0,0,0
96530,1797.236633,0.487762953,0.281630883,0.189554551,62.51320644,40.50660162,0,0,3,0,0,0,0
96610,936.3826429,0.664099639,0.800342083,-0.031070998,119.5606527,-13.74559386,0,0,1,0,1,2,0
96630,1690.315641,2.163086695,0.943466405,0.092885183,420.3886321,140.8047682,0,0,0,0,0,0,0
96640,1203.917051,0.463831388,0.741354558,-0.329848397,80.76949013,-315.4041605,0,0,4,0,0,0,0
96690,1164.281695,0.314860623,0.678422134,0.079462129,52.84690385,-86.61649443,0,1,0,0,7,0,0
97520,3877.969005,1.723750353,2.956368941,0.620593541,681.9792358,-8.92478503,0,0,5,0,1,0,0
97780,1977.492574,0.850661536,0.442398759,0.206014077,122.6993144,78.44283479,4,0,11,0,3,0,0
98660,703.3125381,1.291594606,1.089378388,-0.096447107,269.8629857,-1.35866876,0,0,0,0,0,0,0
99410,350.6091461,0.550535878,0.151680265,-0.39013346,63.40413058,-36.85002424,0,0,0,0,0,0,0
99440,2044.999808,0.787924123,1.129993693,0.3123345,167.8273413,3.34271489,0,0,0,0,0,0,0
100030,320.19617,0.41672964,0.071848424,-0.005642525,44.66710075,9.76912142,0,0,0,0,0,0,0
100120,1376.411894,0.896974428,0.091680933,0.05249215,97.92098799,196.1614073,0,0,0,0,0,0,0
100660,686.0428504,0.59541511,0.199200535,0.28533675,71.40221191,22.94303129,0,0,0,0,0,0,0
101330,2504.461076,1.280811461,0.210068689,0.123863978,154.9869846,153.9170018,0,1,0,0,2,0,0
104540,1005.778071,0.376314257,0.851580211,0.052115476,69.67760306,-73.78799618,1,2,1,0,0,0,0
105330,688.8448901,1.361528415,0.839829089,0.379737481,250.4979583,-19.19843946,0,0,0,0,0,0,0
105740,995.40146,0.538028359,0.290333588,0.029871407,69.42360629,4.85650911,0,0,0,0,0,0,0
106080,406.6059997,1.067683294,0.857983047,0.344283817,198.3737459,-91.53618126,8,2,7,0,6,4,0
108230,4451.788643,2.55726123,0.359693894,1.899280623,347.709248,1494.661197,0,0,2,0,1,0,0
108320,5442.941253,1.272770089,0.320379814,0.135593782,168.0539932,470.6435413,0,1,0,0,0,0,0
108790,5268.014294,0.916008173,2.121878873,0.034436063,285.9666563,88.27856316,0,2,0,0,0,0,0
109610,3429.955268,1.147254792,2.012554931,0.285468927,345.6168081,4.89776092,0,0,3,0,0,0,0
109820,177.4347674,0.292454665,0.485415256,0.021515235,43.44166204,-17.34513087,0,0,3,0,1,0,0
109960,1417.48553,0.079309749,0.235959057,-0.271114385,9.802360235,44.21267327,2,1,4,0,1,0,0
114570,1697.436893,0.566474261,0.526692824,0.066500597,86.48321888,139.6590893,4,2,9,0,1,0,0
114630,839.3693368,0.461852455,0.136557499,-0.00594773,52.49218712,-5.59846284,3,0,0,0,0,0,0
114810,2484.776378,0.52144737,1.033457029,0.524496742,106.0340821,40.89755582,0,0,2,0,0,0,0
115450,627.1112849,0.273512379,0.424856613,-0.03151602,38.97159216,-52.1510063,22,0,6,0,0,0,0
117670,631.5126411,1.108383596,0.441915206,0.235805768,159.8195161,-103.325316,18,1,17,0,4,4,0
